timestamp,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),power_residual,LV ActivePower (kW)_roll_mean_6,LV ActivePower (kW)_roll_std_6,LV ActivePower (kW)_roll_mean_24,LV ActivePower (kW)_roll_std_24,Wind Speed (m/s)_roll_mean_6,Wind Speed (m/s)_roll_std_6,Wind Speed (m/s)_roll_mean_24,Wind Speed (m/s)_roll_std_24,Theoretical_Power_Curve (KWh)_roll_mean_6,Theoretical_Power_Curve (KWh)_roll_std_6,Theoretical_Power_Curve (KWh)_roll_mean_24,Theoretical_Power_Curve (KWh)_roll_std_24,LV ActivePower (kW)_zscore,Wind Speed (m/s)_zscore,Theoretical_Power_Curve (KWh)_zscore,LV ActivePower (kW)_diff_1,Wind Speed (m/s)_diff_1,Theoretical_Power_Curve (KWh)_diff_1
2018-01-01 00:00:00,380.0477905,5.31133604,416.3289078,259.9949036,-36.281117300000005,380.0477905,0.0,380.0477905,0.0,5.31133604,0.0,5.31133604,0.0,416.3289078,0.0,416.3289078,0.0,-0.6855767705911031,-0.5156366339730775,-0.7769632187341619,0.0,0.0,0.0
2018-01-01 00:10:00,453.7691956,5.672166824,519.9175111,268.6411133,-66.14831549999997,416.90849305,52.12890546481051,416.90849305,52.12890546481051,5.491751431999999,0.25514589422725875,5.491751431999999,0.25514589422725875,468.12320945,73.24820384707313,468.12320945,73.24820384707313,-0.6292352928986541,-0.430125442740612,-0.7013039282049457,73.72140509999997,0.360830784,103.58860329999993
2018-01-01 00:20:00,306.3765869,5.216036797,390.9000158,272.5647888,-84.5234289,380.06452433333334,73.69630577487389,380.06452433333334,73.69630577487389,5.399846553666666,0.24060181556860294,5.399846553666666,0.24060181556860294,442.3821449,68.34074111328461,442.3821449,68.34074111328461,-0.7418798818594647,-0.5382210479250815,-0.7955360333718128,-147.39260869999998,-0.4561300269999995,-129.01749529999995
2018-01-01 00:30:00,419.6459045,5.659674168,516.127569,271.2580872,-96.48166450000002,389.959869375,63.34378478233169,389.959869375,63.34378478233169,5.4648034572499995,0.2355215907918915,5.4648034572499995,0.2355215907918915,460.81850092499997,66.88224595908001,460.81850092499997,66.88224595908001,-0.6553139689859551,-0.4330860047092311,-0.7040720351327163,113.26931759999997,0.44363737099999945,125.22755319999999
2018-01-01 00:40:00,380.6506958,5.577940941,491.702972,265.6742859,-111.0522762,388.09803466,55.01507471087049,388.09803466,55.01507471087049,5.487430954,0.2101495487568643,5.487430954,0.2101495487568643,466.99539513999997,59.54574904319079,466.99539513999997,59.54574904319079,-0.6851160010837323,-0.45245548734196434,-0.7219113303989169,-38.99520869999998,-0.08173322699999996,-24.424597000000006
2018-01-01 00:50:00,402.3919983,5.604052067,499.436385,264.5786133,-97.04438669999996,390.48036193333337,49.55178761435088,390.48036193333337,49.55178761435088,5.5068678061666665,0.19389949357093245,5.5068678061666665,0.19389949357093245,472.40222678333333,54.88132609374366,472.40222678333333,54.88132609374366,-0.668500241954522,-0.4462675632853489,-0.7162629818131665,21.741302500000018,0.026111125999999985,7.7334129999999845
2018-01-01 01:00:00,447.6057129,5.793007851,557.3723633,266.1636047,-109.76665039999995,401.7400156666667,54.16767789387787,398.6411263571428,50.123210641523364,5.587146441333332,0.19644875470562265,5.547744955428571,0.20743055222173432,495.9094693666666,56.249380518657055,484.5408177142857,59.50953164574718,-0.6339457256770147,-0.4014880297849465,-0.6739475641450718,45.2137146,0.18895578400000002,57.93597829999999
2018-01-01 01:10:00,387.2421875,5.306049824,414.8981788,257.9494934,-27.655991299999982,390.6521809833334,47.82509306065167,397.216259,46.57974928055017,5.526126941333334,0.2201849825273765,5.517533063999999,0.2101968714789686,478.4062473166667,63.19530122134266,475.83548785,60.346784919395546,-0.6800784630434337,-0.5168893835923343,-0.7780081979850751,-60.363525400000015,-0.486958027,-142.47418449999998
2018-01-01 01:20:00,463.6512146,5.584629059,493.6776521,253.4806976,-30.026437499999986,416.8646189333333,33.28702258380232,404.5979207333333,48.87600927006284,5.587558985,0.159392820965904,5.524988174555555,0.19788909076213065,495.5358533666666,46.44042487213041,477.8179505444444,56.76168662802478,-0.6216829741075293,-0.4508705091121597,-0.7204690588494543,76.4090271,0.2785792350000005,78.7794733
2018-01-01 01:30:00,439.725708,5.523228168,475.7067828,258.7237854,-35.98107479999999,420.21125285,34.605847641548806,408.11069946,47.400749585921474,5.564817985,0.15675796170409176,5.5248121739,0.1865724541422835,488.7990556666667,45.78303602608584,477.60683377,53.51959545311456,-0.6399680080750173,-0.46542154955815657,-0.7335946651238587,-23.925506600000006,-0.0614008909999999,-17.970869300000004
2018-01-01 01:40:00,498.1817017,5.724115849,535.841397,251.8509979,-37.65969530000001,439.79975383333334,40.49671702760686,416.2989723909091,52.53259849539289,5.589180469666666,0.1700045330772629,5.542930689818181,0.18692094422524866,496.1554598333333,49.719776735822364,482.9008849727272,53.723450626580345,-0.5952930990635706,-0.4178143451067826,-0.689673402536277,58.45599370000002,0.2008876810000002,60.134614200000044
2018-01-01 01:50:00,526.8162231,5.934198856,603.0140765,265.5046997,-76.19785339999999,460.53712463333324,48.563803214915716,425.50874328333333,59.385461330949184,5.6442049345,0.2214308372624442,5.5755363703333325,0.2109992690520718,513.4184084166667,66.30267583818862,492.91031760000004,61.85540716637215,-0.5734092073159343,-0.3680279937674569,-0.6406116610703949,28.634521399999983,0.2100830069999997,67.17267949999996
2018-01-01 02:00:00,710.5872803,6.547413826,824.6625136,274.2329102,-114.07523330000004,504.36738586666667,111.91382671886356,447.4378615153846,97.38720591719195,5.769939263666667,0.43449910080310594,5.650296174615385,0.3368501184264462,557.9667668000001,144.9233104577093,518.4297172923077,109.42288304828814,-0.4329624414721894,-0.22270574053564682,-0.4787235482504047,183.77105719999997,0.6132149699999996,221.64843710000002
2018-01-01 02:10:00,655.1942749,6.199746132,693.4726411,266.7331848,-38.27836620000005,549.0260671,109.25893515895042,462.27760532857144,108.80147406685101,5.918888648333333,0.3950626177380796,5.689542600142857,0.3553922357754682,604.39584385,134.14402371579038,530.9327832785714,115.06916313629735,-0.4752964660859145,-0.30509748754075905,-0.57454231944498,-55.39300539999999,-0.3476676940000001,-131.18987249999998
2018-01-01 02:20:00,754.7625122,6.505383015,808.0981385,266.7604065,-53.33562630000006,597.5446167,126.96605533102246,481.77659912,129.21055607942827,6.0723476409999995,0.4174495308798797,5.743931961133333,0.40206341716586624,656.79925825,143.34050042463898,549.4104736266667,131.97161991708694,-0.3992015841027928,-0.2326663782540645,-0.4908218759447778,99.56823729999996,0.305636883,114.62549739999997
2018-01-01 02:30:00,790.1732788,6.634116173,859.4590208,270.4931946,-69.28574199999991,655.9525451666667,120.27632593671534,501.0513916,146.7195463615912,6.257495641833333,0.3686986706787309,5.799568474375,0.4476658772856488,720.7579645833333,131.50261845844878,568.788507825,149.20971566748753,-0.37213895671851865,-0.20215865502250893,-0.45330879253618456,35.4107666000001,0.12873315800000018,51.36088229999996
2018-01-01 02:40:00,742.9852905,6.378912926,759.4345366,266.5932922,-16.449246099999982,696.7531432999999,94.89668041403957,515.2827974176471,153.7018890598231,6.366628488,0.2601852546237674,5.833647559764706,0.45565663675353146,758.02348785,95.32483224980773,580.0029801058823,151.69068083317356,-0.40820230882839315,-0.2626377899107426,-0.5263649132776329,-47.18798830000003,-0.25520324699999986,-100.02448419999996
2018-01-01 02:50:00,748.2296143,6.446652889,785.2810099,265.5718079,-37.05139559999998,733.6553751666667,46.10319226935841,528.2242872444444,158.90024096596014,6.4520374935,0.1510775710811725,5.867703411388889,0.4650658805332117,788.4013100833332,57.640785242157655,591.4073150944445,154.91155209357714,-0.40419434191581355,-0.24658448961867788,-0.5074871046166068,5.244323799999961,0.06773996300000018,25.846473299999957
2018-01-01 03:00:00,736.6478271,6.415082932,773.1728635,261.1586914,-36.525036399999976,737.9987996333333,44.70156023750646,539.1939472368422,161.65668499133454,6.4299823445,0.14385588597549076,5.8965128598421055,0.46908429013435277,779.8197017333332,54.93171635820288,600.9739229052632,156.21545794133107,-0.4130457061062051,-0.2540660703205831,-0.5163306813911176,-11.581787200000008,-0.031569957000000315,-12.10814640000001
2018-01-01 03:10:00,787.2462158,6.437530994,781.7712157,257.5602112,5.475000099999988,760.0074564500001,23.037275324455933,551.596560665,166.83514396669023,6.469613154833333,0.09066117299686342,5.92356376655,0.47232832430800764,794.5361308333332,35.59781207968795,610.013787545,157.3317188591916,-0.37437596040144083,-0.24874623452054148,-0.5100505964546667,50.59838869999999,0.02244806200000049,8.598352200000022
2018-01-01 03:20:00,722.8640747,6.220024109,700.7646999,255.9264984,22.099374799999964,754.6910502000001,27.698796316895486,559.7521565714285,166.85039896756308,6.422053337166666,0.13307203523698524,5.937680925714285,0.46489194603337153,776.6472244,51.03938967377003,614.3352595619048,154.62142089464524,-0.4235799190299743,-0.3002919275776309,-0.5692163281898656,-64.38214110000001,-0.2175068850000006,-81.00651579999999
